time,cluster,ride,count
8.0,7,23,2
8.0,7,24,3
8.0,7,26,11
8.0,7,27,9
8.0,7,28,5
8.0,7,29,5
8.0,7,3,4
8.0,7,30,4
8.0,7,32,6
8.0,7,33,7
8.0,7,34,1
8.0,7,36,21
8.0,7,38,8
8.0,7,39,1
8.0,7,4,1
8.0,7,5,3
8.0,7,7,5
8.0,7,8,5
8.0,7,9,3
8.0,8,0,53
8.0,8,1,50
8.0,8,10,5
8.0,8,14,2
8.0,8,19,3
8.0,8,2,41
8.0,8,23,3
8.0,8,24,3
8.0,8,25,3
8.0,8,26,1
8.0,8,33,1
8.0,8,36,2
8.0,8,8,4
8.5,0,0,210
8.5,0,1,83
8.5,0,10,1
8.5,0,11,1
8.5,0,13,31
8.5,0,14,7
8.5,0,15,3
8.5,0,16,22
8.5,0,17,20
8.5,0,19,10
8.5,0,2,64
8.5,0,21,1
8.5,0,22,1
8.5,0,23,1
8.5,0,24,10
8.5,0,25,1
8.5,0,26,23
8.5,0,27,11
8.5,0,28,35
8.5,0,29,7
8.5,0,3,11
8.5,0,30,16
8.5,0,31,7
8.5,0,32,14
8.5,0,33,26
8.5,0,34,2
8.5,0,35,7
8.5,0,36,6
8.5,0,37,14
8.5,0,39,4
8.5,0,4,4
8.5,0,5,14
8.5,0,6,11
8.5,0,7,11
8.5,0,8,10
8.5,0,9,13
8.5,1,0,6
8.5,10,0,299
8.5,10,1,156
8.5,10,10,26
8.5,10,11,3
8.5,10,12,7
8.5,10,13,30
8.5,10,14,4
8.5,10,15,1
8.5,10,16,46
8.5,10,17,10
8.5,10,19,18
8.5,10,2,121
8.5,10,20,7
8.5,10,21,18
8.5,10,22,5
8.5,10,23,13
8.5,10,24,1
8.5,10,25,20
8.5,10,26,32
8.5,10,27,19
8.5,10,28,32
8.5,10,29,4
8.5,10,3,1
8.5,10,30,2
8.5,10,31,40
8.5,10,32,5
8.5,10,33,39
8.5,10,34,6
8.5,10,35,3
8.5,10,36,2
8.5,10,37,4
8.5,10,38,5
8.5,10,39,6
8.5,10,4,4
8.5,10,5,21
8.5,10,6,13
8.5,10,7,47
8.5,10,9,19
8.5,1,10,1
8.5,11,0,248
8.5,11,1,175
8.5,11,10,4
8.5,11,11,5
8.5,11,12,13
8.5,11,13,30
8.5,11,14,11
8.5,11,15,4
8.5,11,16,41
8.5,11,17,2
8.5,11,18,7
8.5,11,19,7
8.5,11,2,210
8.5,11,20,7
8.5,11,21,9
8.5,11,22,3
8.5,11,23,3
8.5,11,24,10
8.5,11,25,6
8.5,11,26,31
8.5,11,27,47
8.5,11,28,21
8.5,11,29,7
8.5,1,13,8
8.5,11,3,14
8.5,11,30,16
8.5,11,31,10
8.5,11,32,2
8.5,11,33,42
8.5,11,34,5
8.5,11,35,8
8.5,11,36,5
8.5,11,37,11
8.5,11,38,15
8.5,11,39,10
8.5,11,4,4
8.5,11,5,4
8.5,1,16,1
8.5,11,6,13
8.5,1,17,1
8.5,11,7,8
8.5,11,8,5
8.5,1,19,7
8.5,11,9,14
8.5,1,2,1
8.5,1,20,1
8.5,1,21,2
8.5,1,23,7
8.5,1,24,1
8.5,1,26,18
8.5,1,27,5
8.5,1,28,3
8.5,1,29,6
8.5,1,31,6
8.5,1,32,1
8.5,1,33,1
8.5,1,35,6
8.5,1,37,1
8.5,1,39,3
8.5,1,5,8
8.5,1,7,1
8.5,1,9,8
8.5,2,0,165
8.5,2,1,60
8.5,2,10,9
8.5,2,11,1
8.5,2,12,3
8.5,2,13,36
8.5,2,14,6
8.5,2,15,3
8.5,2,16,27
8.5,2,17,9
8.5,2,18,4
8.5,2,19,5
8.5,2,2,79
8.5,2,20,13
8.5,2,21,6
8.5,2,22,12
8.5,2,23,32
8.5,2,24,7
8.5,2,26,41
8.5,2,27,60
8.5,2,28,49
8.5,2,29,3
8.5,2,3,10
8.5,2,31,39
8.5,2,32,13
8.5,2,33,27
8.5,2,34,1
8.5,2,35,15
8.5,2,36,2
8.5,2,37,10
8.5,2,38,5
8.5,2,39,4
8.5,2,4,4
8.5,2,40,1
8.5,2,5,52
8.5,2,6,19
8.5,2,7,13
8.5,2,8,18
8.5,2,9,47
8.5,4,0,185
8.5,4,1,55
8.5,4,13,2
8.5,4,14,1
8.5,4,16,4
8.5,4,17,1
8.5,4,2,35
8.5,4,21,3
8.5,4,23,1
8.5,4,28,7
8.5,4,30,1
8.5,4,33,4
8.5,4,37,1
8.5,4,38,1
8.5,4,39,2
8.5,4,6,2
8.5,4,7,4
8.5,4,8,1
8.5,5,0,244
8.5,5,1,126
8.5,5,10,1
8.5,5,11,21
8.5,5,12,10
8.5,5,13,81
8.5,5,14,12
8.5,5,15,4
8.5,5,16,32
8.5,5,17,4
8.5,5,18,12
8.5,5,19,27
8.5,5,2,122
8.5,5,20,14
8.5,5,21,14
8.5,5,22,2
8.5,5,23,11
8.5,5,24,20
8.5,5,26,33
8.5,5,27,19
8.5,5,28,46
8.5,5,29,21
8.5,5,3,1
8.5,5,30,9
8.5,5,31,35
8.5,5,32,30
8.5,5,33,41
8.5,5,34,3
8.5,5,35,12
8.5,5,36,13
8.5,5,37,23
8.5,5,38,3
8.5,5,39,10
8.5,5,4,3
8.5,5,5,59
8.5,5,6,12
8.5,5,7,51
8.5,5,8,3
8.5,5,9,25
8.5,6,0,24
8.5,6,1,31
8.5,6,10,2
8.5,6,13,4
8.5,6,14,3
8.5,6,16,4
8.5,6,19,3
8.5,6,2,32
8.5,6,21,1
8.5,6,22,5
8.5,6,23,4
8.5,6,24,1
8.5,6,26,6
8.5,6,27,2
8.5,6,28,4
8.5,6,29,6
8.5,6,31,13
8.5,6,33,5
8.5,6,40,6
8.5,6,5,2
8.5,6,7,2
8.5,6,9,3
8.5,7,0,92
8.5,7,1,26
8.5,7,10,17
8.5,7,12,5
8.5,7,13,61
8.5,7,14,12
8.5,7,15,12
8.5,7,16,33
8.5,7,17,6
8.5,7,18,7
8.5,7,19,18
8.5,7,2,52
8.5,7,20,2
8.5,7,21,12
8.5,7,22,5
8.5,7,23,9
8.5,7,24,9
8.5,7,25,4
8.5,7,26,42
8.5,7,27,39
8.5,7,28,34
8.5,7,29,8
8.5,7,30,13
8.5,7,31,46
8.5,7,32,16
8.5,7,33,52
8.5,7,34,33
8.5,7,35,13
8.5,7,36,13
8.5,7,37,8
8.5,7,38,15
8.5,7,39,23
8.5,7,4,8
8.5,7,5,43
8.5,7,6,4
8.5,7,7,28
8.5,7,8,10
8.5,7,9,38
8.5,8,0,200
8.5,8,1,116
8.5,8,11,1
8.5,8,12,8
8.5,8,13,31
8.5,8,14,7
8.5,8,15,3
8.5,8,16,20
8.5,8,17,5
8.5,8,18,5
8.5,8,19,8
8.5,8,2,128
8.5,8,20,9
8.5,8,21,5
8.5,8,23,16
8.5,8,24,8
8.5,8,25,2
8.5,8,26,14
8.5,8,27,31
8.5,8,28,20
8.5,8,29,4
8.5,8,3,5
8.5,8,30,7
8.5,8,31,12
8.5,8,32,9
8.5,8,33,20
8.5,8,34,1
8.5,8,35,2
8.5,8,36,2
8.5,8,37,3
8.5,8,38,6
8.5,8,39,7
8.5,8,4,2
8.5,8,5,11
8.5,8,6,4
8.5,8,7,26
8.5,8,9,15
9.0,0,0,136
9.0,0,1,76
9.0,0,10,17
9.0,0,11,15
9.0,0,12,7
9.0,0,13,45
9.0,0,14,10
9.0,0,15,15
9.0,0,16,56
9.0,0,17,3
9.0,0,18,1
9.0,0,19,4
9.0,0,2,87
9.0,0,21,17
9.0,0,22,15
9.0,0,23,7
9.0,0,24,1
9.0,0,25,8
9.0,0,26,78
9.0,0,27,43
9.0,0,28,24
9.0,0,29,15
9.0,0,3,14
9.0,0,30,1
9.0,0,31,42
9.0,0,32,7
9.0,0,33,53
9.0,0,34,22
9.0,0,35,15
9.0,0,36,9
9.0,0,37,19
9.0,0,38,12
9.0,0,39,9
9.0,0,4,16
9.0,0,40,7
9.0,0,5,40
9.0,0,6,13
9.0,0,7,50
9.0,0,8,17
9.0,0,9,54
9.0,1,0,3
9.0,10,0,65
9.0,10,1,21
9.0,10,10,32
9.0,10,11,4
9.0,10,12,15
9.0,10,13,61
9.0,10,14,18
9.0,10,15,14
9.0,10,16,59
9.0,10,17,12
9.0,10,18,4
9.0,10,19,18
9.0,10,2,49
9.0,10,20,12
9.0,10,21,20
9.0,10,22,18
9.0,10,23,18
9.0,10,24,17
9.0,10,25,3
9.0,10,26,78
9.0,10,27,52
9.0,10,28,56
9.0,10,29,20
9.0,10,3,3
9.0,10,30,25
9.0,10,31,72
9.0,10,32,17
9.0,10,33,41
9.0,10,34,21
9.0,10,35,22
9.0,10,36,14
9.0,10,37,1
9.0,10,38,5
9.0,10,39,10
9.0,10,4,6
9.0,10,5,56
9.0,10,6,19
9.0,10,7,27
9.0,10,8,16
9.0,10,9,59
9.0,11,0,71
9.0,1,11,6
9.0,11,1,61
9.0,11,10,15
9.0,11,11,10
9.0,11,12,10
9.0,11,13,56
9.0,11,14,21
9.0,11,15,15
9.0,11,16,59
9.0,11,17,5
9.0,11,18,18
9.0,11,19,14
9.0,11,2,53
9.0,11,20,11
9.0,11,21,16
9.0,11,22,4
9.0,11,23,31
9.0,11,24,9
9.0,11,25,63
9.0,11,26,39
9.0,11,27,73
9.0,11,28,58
9.0,11,29,15
9.0,1,13,1
9.0,11,3,11
9.0,11,30,12
9.0,11,31,51
9.0,11,32,6
9.0,11,33,40
9.0,11,34,23
9.0,11,35,23
9.0,11,36,19
9.0,11,37,13
9.0,11,38,12
9.0,11,39,25
9.0,11,4,8
9.0,1,15,6
9.0,11,5,78
9.0,1,16,6
9.0,11,6,8
9.0,1,17,7
9.0,11,7,62
9.0,1,19,1
9.0,11,9,46
9.0,1,2,1
9.0,1,21,5
9.0,1,23,1
9.0,1,26,1
9.0,1,27,3
9.0,1,28,3
9.0,1,31,4
9.0,1,32,6
9.0,1,33,1
9.0,1,5,5
9.0,1,7,3
9.0,2,0,62
9.0,2,1,36
9.0,2,10,23
9.0,2,12,22
9.0,2,13,62
9.0,2,15,6
9.0,2,16,46
9.0,2,17,7
9.0,2,18,9
9.0,2,19,12
9.0,2,2,29
9.0,2,20,4
9.0,2,21,17
9.0,2,22,7
9.0,2,23,23
9.0,2,24,14
9.0,2,25,6
9.0,2,26,31
9.0,2,27,55
9.0,2,28,64
9.0,2,29,2
9.0,2,3,5
9.0,2,30,9
9.0,2,31,39
9.0,2,32,9
9.0,2,33,44
9.0,2,34,14
9.0,2,35,10
9.0,2,36,7
9.0,2,37,8
9.0,2,38,5
9.0,2,39,15
9.0,2,4,17
9.0,2,5,38
9.0,2,6,9
9.0,2,7,29
9.0,2,8,8
9.0,2,9,26
9.0,3,0,2
9.0,3,1,4
9.0,3,16,1
9.0,3,2,7
9.0,3,27,1
9.0,3,7,2
9.0,3,9,1
9.0,4,0,251
9.0,4,1,76
9.0,4,10,1
9.0,4,11,8
9.0,4,12,5
9.0,4,13,57
9.0,4,14,10
9.0,4,15,8
9.0,4,16,30
9.0,4,17,14
9.0,4,18,3
9.0,4,19,9
9.0,4,2,125
9.0,4,20,9
9.0,4,21,7
9.0,4,22,3
9.0,4,23,15
9.0,4,24,7
9.0,4,25,1
9.0,4,26,35
9.0,4,27,38
9.0,4,28,37
9.0,4,29,6
9.0,4,30,8
9.0,4,31,25
9.0,4,32,17
9.0,4,33,39
9.0,4,34,14
9.0,4,35,14
9.0,4,36,3
9.0,4,37,11
9.0,4,38,12
9.0,4,39,7
9.0,4,4,21
9.0,4,5,23
9.0,4,6,10
9.0,4,7,40
9.0,4,8,6
9.0,4,9,26
9.0,5,0,92
9.0,5,1,17
9.0,5,10,9
9.0,5,11,11
9.0,5,12,7
9.0,5,13,75
9.0,5,14,19
9.0,5,15,10
9.0,5,16,68
9.0,5,17,6
9.0,5,18,34
9.0,5,19,4
9.0,5,2,32
9.0,5,20,11
9.0,5,21,17
9.0,5,22,8
9.0,5,23,8
9.0,5,24,21
9.0,5,25,7
9.0,5,26,58
9.0,5,27,68
9.0,5,28,44
9.0,5,29,13
9.0,5,3,16
9.0,5,30,4
9.0,5,31,36
9.0,5,32,13
9.0,5,33,61
9.0,5,34,13
9.0,5,35,23
9.0,5,36,12
9.0,5,37,2
9.0,5,38,6
9.0,5,39,16
9.0,5,4,10
9.0,5,5,40
9.0,5,6,16
9.0,5,7,66
9.0,5,8,15
9.0,5,9,56
9.0,6,0,37
9.0,6,1,25
9.0,6,13,11
9.0,6,14,10
9.0,6,16,12
9.0,6,17,2
9.0,6,18,3
9.0,6,2,18
9.0,6,20,3
9.0,6,21,1
9.0,6,23,3
9.0,6,24,1
9.0,6,25,1
9.0,6,26,5
9.0,6,27,9
9.0,6,28,14
9.0,6,29,9
9.0,6,31,2
9.0,6,33,5
9.0,6,35,1
9.0,6,36,2
9.0,6,37,3
9.0,6,5,22
9.0,6,6,1
9.0,6,7,2
9.0,6,8,4
9.0,6,9,5
9.0,7,10,19
9.0,7,11,1
9.0,7,12,4
9.0,7,13,58
9.0,7,14,18
9.0,7,15,11
9.0,7,16,54
9.0,7,17,4
9.0,7,18,9
9.0,7,19,12
9.0,7,20,9
9.0,7,21,10
9.0,7,22,5
9.0,7,23,21
9.0,7,24,17
9.0,7,25,26
9.0,7,26,40
9.0,7,27,16
9.0,7,28,37
9.0,7,29,21
9.0,7,3,15
9.0,7,30,12
9.0,7,31,58
9.0,7,32,14
9.0,7,33,19
9.0,7,34,9
9.0,7,35,26
9.0,7,36,3
9.0,7,38,14
9.0,7,39,8
9.0,7,4,5
9.0,7,5,36
9.0,7,6,4
9.0,7,7,35
9.0,7,8,9
9.0,7,9,54
9.0,8,0,144
9.0,8,1,113
9.0,8,10,14
9.0,8,11,20
9.0,8,12,17
9.0,8,13,71
9.0,8,14,9
9.0,8,15,6
9.0,8,16,58
9.0,8,17,9
9.0,8,18,3
9.0,8,19,6
9.0,8,2,40
9.0,8,20,5
9.0,8,21,16
9.0,8,22,3
9.0,8,23,9
9.0,8,24,26
9.0,8,25,3
9.0,8,26,70
9.0,8,27,35
9.0,8,28,48
9.0,8,29,16
9.0,8,3,2
9.0,8,30,7
9.0,8,31,44
9.0,8,32,5
9.0,8,33,39
9.0,8,34,17
9.0,8,35,30
9.0,8,36,1
9.0,8,37,10
9.0,8,38,11
9.0,8,39,19
9.0,8,4,11
9.0,8,40,1
9.0,8,5,43
9.0,8,6,3
9.0,8,7,49
9.0,8,8,18
9.0,8,9,39
9.0,9,0,14
9.0,9,1,5
9.5,0,0,68
9.5,0,10,15
9.5,0,11,56
9.5,0,12,18
9.5,0,13,23
9.5,0,14,9
9.5,0,15,12
9.5,0,16,82
9.5,0,17,17
9.5,0,18,7
9.5,0,19,12
9.5,0,20,14
9.5,0,21,7
9.5,0,22,10
9.5,0,23,51
9.5,0,24,7
9.5,0,25,18
9.5,0,26,53
9.5,0,27,62
9.5,0,28,24
9.5,0,29,17
9.5,0,3,19
9.5,0,30,4
9.5,0,31,29
9.5,0,32,11
9.5,0,33,25
9.5,0,34,5
9.5,0,35,27
9.5,0,36,17
9.5,0,37,14
9.5,0,38,11
9.5,0,39,6
9.5,0,4,11
9.5,0,41,41
9.5,0,5,41
9.5,0,6,8
9.5,0,7,42
9.5,0,8,3
9.5,0,9,21
9.5,1,0,30
9.5,10,10,4
9.5,10,11,5
9.5,10,12,6
9.5,10,13,39
9.5,10,14,2
9.5,10,15,3
9.5,10,16,57
9.5,10,17,3
9.5,10,18,6
9.5,10,19,20
9.5,10,20,21
9.5,10,21,7
9.5,10,22,10
9.5,10,23,8
9.5,10,24,3
9.5,10,26,29
9.5,10,27,68
9.5,10,28,43
9.5,10,29,21
9.5,10,30,21
9.5,10,31,41
9.5,10,32,12
9.5,10,33,27
9.5,10,34,5
9.5,10,35,19
9.5,10,36,14
9.5,10,37,32
9.5,10,38,10
9.5,10,39,19
9.5,10,4,13
9.5,10,41,50
9.5,10,5,66
9.5,10,6,13
9.5,10,7,46
9.5,10,8,10
9.5,10,9,57
9.5,1,1,5
9.5,1,10,14
9.5,11,0,136
9.5,11,10,10
9.5,11,11,1
9.5,11,12,9
9.5,11,13,25
9.5,11,14,18
9.5,11,15,7
9.5,11,16,57
9.5,11,17,48
9.5,11,18,1
9.5,11,19,17
9.5,11,20,12
9.5,11,21,19
9.5,11,22,47
9.5,11,23,25
9.5,11,24,1
9.5,11,25,5
9.5,11,26,52
9.5,11,27,46
9.5,11,28,33
9.5,11,29,10
9.5,1,13,6
9.5,11,3,14
9.5,11,30,5
9.5,11,31,26
9.5,11,32,24
9.5,11,33,58
9.5,11,34,13
9.5,11,35,11
9.5,11,36,1
9.5,11,37,7
9.5,11,38,10
9.5,11,39,2
9.5,1,14,5
9.5,11,4,49
9.5,11,40,2
9.5,11,41,45
9.5,11,5,27
9.5,1,16,6
9.5,11,6,4
9.5,1,17,1
9.5,11,7,45
9.5,11,8,10
9.5,11,9,56
9.5,1,20,1
9.5,1,23,8
9.5,1,25,6
9.5,1,26,6
9.5,1,27,2
9.5,1,31,2
9.5,1,32,2
9.5,1,33,8
9.5,1,36,4
9.5,1,38,3
9.5,1,5,1
9.5,1,7,10
9.5,1,8,1
9.5,1,9,1
9.5,2,10,7
9.5,2,11,9
9.5,2,12,12
9.5,2,13,46
9.5,2,14,10
9.5,2,15,6
9.5,2,16,36
9.5,2,17,11
9.5,2,18,5
9.5,2,19,17
9.5,2,20,3
9.5,2,21,2
9.5,2,22,1
9.5,2,23,25
9.5,2,24,5
9.5,2,25,6
9.5,2,26,41
9.5,2,27,28
9.5,2,28,33
9.5,2,29,6
9.5,2,3,7
9.5,2,30,6
9.5,2,31,33
9.5,2,32,4
9.5,2,33,36
9.5,2,34,7
9.5,2,35,9
9.5,2,36,20
9.5,2,37,5
9.5,2,38,17
9.5,2,39,19
9.5,2,41,38
9.5,2,5,29
9.5,2,6,10
9.5,2,7,37
9.5,2,8,3
9.5,2,9,51
9.5,3,0,2
9.5,3,1,3
9.5,3,16,7
9.5,3,19,3
9.5,3,2,17
9.5,3,23,1
9.5,3,26,2
9.5,3,27,7
9.5,3,28,3
9.5,3,29,1
9.5,3,31,3
9.5,3,33,2
9.5,3,34,1
9.5,3,40,1
9.5,3,6,1
9.5,3,7,4
9.5,3,9,3
9.5,4,10,14
9.5,4,11,2
9.5,4,12,11
9.5,4,13,32
9.5,4,14,8
9.5,4,15,12
9.5,4,16,54
9.5,4,17,4
9.5,4,18,21
9.5,4,19,22
9.5,4,20,5
9.5,4,21,20
9.5,4,22,5
9.5,4,23,13
9.5,4,24,4
9.5,4,25,7
9.5,4,26,43
9.5,4,27,40
9.5,4,28,32
9.5,4,29,23
9.5,4,3,1
9.5,4,30,1
9.5,4,31,62
9.5,4,32,12
9.5,4,33,51
9.5,4,34,17
9.5,4,35,4
9.5,4,36,16
9.5,4,37,5
9.5,4,38,6
9.5,4,39,9
9.5,4,4,6
9.5,4,40,1
9.5,4,41,63
9.5,4,5,29
9.5,4,6,3
9.5,4,7,28
9.5,4,8,25
9.5,4,9,26
9.5,5,10,12
9.5,5,11,24
9.5,5,12,7
9.5,5,13,32
9.5,5,14,25
9.5,5,15,16
9.5,5,16,45
9.5,5,17,11
9.5,5,18,9
9.5,5,19,10
9.5,5,20,7
9.5,5,21,7
9.5,5,22,1
9.5,5,23,14
9.5,5,24,16
9.5,5,25,26
9.5,5,26,62
9.5,5,27,53
9.5,5,28,13
9.5,5,29,22
9.5,5,3,11
9.5,5,30,3
9.5,5,31,41
9.5,5,32,22
9.5,5,33,56
9.5,5,34,17
9.5,5,35,36
9.5,5,36,13
9.5,5,37,9
9.5,5,38,10
9.5,5,39,7
9.5,5,4,24
9.5,5,40,3
9.5,5,41,57
9.5,5,5,44
9.5,5,6,18
9.5,5,7,64
9.5,5,8,5
9.5,5,9,34
9.5,6,10,1
9.5,6,12,4
9.5,6,13,2
9.5,6,15,3
9.5,6,16,17
9.5,6,17,2
9.5,6,18,4
9.5,6,19,1
9.5,6,2,2
9.5,6,20,1
9.5,6,21,7
9.5,6,22,8
9.5,6,23,8
9.5,6,26,5
9.5,6,27,8
9.5,6,28,9
9.5,6,29,3
9.5,6,31,6
9.5,6,32,3
9.5,6,33,8
9.5,6,35,1
9.5,6,38,3
9.5,6,39,1
9.5,6,40,1
9.5,6,41,15
9.5,6,5,4
9.5,6,6,2
9.5,6,7,14
9.5,6,9,1
9.5,7,10,7
9.5,7,11,15
9.5,7,12,11
9.5,7,13,17
9.5,7,14,10
9.5,7,15,2
9.5,7,16,26
9.5,7,17,6
9.5,7,18,5
9.5,7,19,4
9.5,7,21,17
9.5,7,22,12
9.5,7,23,16
9.5,7,24,19
9.5,7,25,8
9.5,7,26,42
9.5,7,27,32
9.5,7,28,19
9.5,7,29,5
9.5,7,30,18
9.5,7,31,26
9.5,7,32,17
9.5,7,33,27
9.5,7,34,9
9.5,7,35,8
9.5,7,36,14
9.5,7,37,9
9.5,7,38,6
9.5,7,39,8
9.5,7,4,9
9.5,7,41,35
9.5,7,5,37
9.5,7,6,11
9.5,7,7,42
9.5,7,8,8
9.5,7,9,36
9.5,8,10,9
9.5,8,11,8
9.5,8,12,7
9.5,8,13,30
9.5,8,14,22
9.5,8,15,5
9.5,8,16,41
9.5,8,17,13
9.5,8,18,18
9.5,8,19,9
9.5,8,20,8
9.5,8,21,9
9.5,8,22,11
9.5,8,23,19
9.5,8,24,7
9.5,8,25,3
9.5,8,26,43
9.5,8,27,49
9.5,8,28,50
9.5,8,29,13
9.5,8,3,4
9.5,8,30,3
9.5,8,31,66
9.5,8,32,17
9.5,8,33,33
9.5,8,34,8
9.5,8,35,18
9.5,8,36,13
9.5,8,37,14
9.5,8,38,7
9.5,8,39,13
9.5,8,4,13
9.5,8,41,56
9.5,8,5,50
9.5,8,6,21
9.5,8,7,61
9.5,8,8,12
9.5,8,9,34
9.5,9,0,54
9.5,9,1,7
9.5,9,16,3
9.5,9,2,7
9.5,9,23,14
9.5,9,29,6
9.5,9,3,5
9.5,9,36,8
9.5,9,7,5
9.5,9,8,3
10.0,0,0,36
10.0,0,1,43
10.0,0,10,7
10.0,0,11,13
10.0,0,12,3
10.0,0,14,12
10.0,0,15,5
10.0,0,16,60
10.0,0,17,17
10.0,0,18,5
10.0,0,19,8
10.0,0,20,4
10.0,0,21,1
10.0,0,22,25
10.0,0,23,55
10.0,0,24,22
10.0,0,25,15
10.0,0,26,20
10.0,0,27,45
10.0,0,28,12
10.0,0,29,28
10.0,0,3,12
10.0,0,30,5
10.0,0,31,23
10.0,0,32,26
10.0,0,33,19
10.0,0,34,4
10.0,0,35,8
10.0,0,36,12
10.0,0,37,14
10.0,0,38,6
10.0,0,39,14
10.0,0,4,5
10.0,0,41,89
10.0,0,5,50
10.0,0,6,8
10.0,0,7,48
10.0,0,8,11
10.0,0,9,39
10.0,1,0,8
10.0,10,10,5
10.0,10,11,9
10.0,10,12,2
10.0,10,14,15
10.0,10,15,16
10.0,10,16,47
10.0,10,17,4
10.0,10,18,8
10.0,10,19,19
10.0,10,20,3
10.0,10,21,3
10.0,10,22,5
10.0,10,23,23
10.0,10,24,7
10.0,10,25,11
10.0,10,26,43
10.0,10,27,24
10.0,10,28,12
10.0,10,29,13
10.0,10,3,2
10.0,10,30,2
10.0,10,31,36
10.0,10,32,10
10.0,10,33,30
10.0,10,34,13
10.0,10,35,15
10.0,10,36,27
10.0,10,37,15
10.0,10,38,10
10.0,10,39,7
10.0,10,41,30
10.0,10,5,40
10.0,10,6,10
10.0,10,7,60
10.0,10,8,5
10.0,10,9,56
10.0,11,10,16
10.0,11,11,5
10.0,11,12,1
10.0,11,14,17
10.0,11,15,12
10.0,11,16,65
10.0,11,17,26
10.0,11,18,4
10.0,11,19,8
10.0,1,12,6
10.0,11,20,13
10.0,11,21,7
10.0,11,22,4
10.0,11,23,23
10.0,11,25,4
10.0,11,26,55
10.0,11,27,36
10.0,11,28,30
10.0,11,29,5
10.0,11,3,8
10.0,11,30,4
10.0,11,31,27
10.0,11,32,16
10.0,11,33,61
10.0,11,34,12
10.0,11,35,3
10.0,11,36,18
10.0,11,37,3
10.0,11,39,16
10.0,11,4,2
10.0,11,41,80
10.0,1,15,2
10.0,11,5,26
10.0,1,16,2
10.0,11,6,14
10.0,1,17,8
10.0,11,7,29
10.0,1,18,7
10.0,11,8,10
10.0,11,9,24
10.0,1,23,6
10.0,1,24,1
10.0,1,25,1
10.0,1,26,10
10.0,1,27,1
10.0,1,28,2
10.0,1,31,4
10.0,1,33,3
10.0,1,38,7
10.0,1,39,3
10.0,1,41,5
10.0,1,5,8
10.0,1,6,1
10.0,1,7,1
10.0,1,8,7
10.0,1,9,12
10.0,2,10,3
10.0,2,11,16
10.0,2,14,6
10.0,2,16,47
10.0,2,17,16
10.0,2,18,9
10.0,2,19,9
10.0,2,20,13
10.0,2,21,19
10.0,2,22,1
10.0,2,23,22
10.0,2,24,6
10.0,2,25,7
10.0,2,26,48
10.0,2,27,22
10.0,2,28,34
10.0,2,29,7
10.0,2,3,9
10.0,2,30,10
10.0,2,31,33
10.0,2,32,5
10.0,2,33,19
10.0,2,34,9
10.0,2,35,15
10.0,2,37,11
10.0,2,38,9
10.0,2,39,6
10.0,2,4,6
10.0,2,41,87
10.0,2,5,17
10.0,2,6,22
10.0,2,7,22
10.0,2,8,5
10.0,2,9,50
10.0,3,10,1
10.0,3,16,6
